单品编码,销售日期,批发价,价格来源
102900005115168,2020-07-01,2.3658333333333332,单品均值
102900005115168,2020-07-02,2.3658333333333332,单品均值
102900005115168,2020-07-03,2.3658333333333332,单品均值
102900005115168,2020-07-04,2.3658333333333332,单品均值
102900005115168,2020-07-05,2.3658333333333332,单品均值
102900005115168,2020-07-06,2.3658333333333332,单品均值
102900005115168,2020-07-07,2.3658333333333332,单品均值
102900005115168,2020-07-08,2.3658333333333332,单品均值
102900005115168,2020-07-09,2.3658333333333332,单品均值
102900005115168,2020-07-10,2.3658333333333332,单品均值
102900005115168,2020-07-11,2.3658333333333332,单品均值
102900005115168,2020-07-12,2.3658333333333332,单品均值
102900005115168,2020-07-13,2.3658333333333332,单品均值
102900005115168,2020-07-14,2.3658333333333332,单品均值
102900005115168,2020-07-15,2.3658333333333332,单品均值
102900005115168,2020-07-16,2.3658333333333332,单品均值
102900005115168,2020-07-17,2.3658333333333332,单品均值
102900005115168,2020-07-18,2.3658333333333332,单品均值
102900005115168,2020-07-19,2.3658333333333332,单品均值
102900005115168,2020-07-20,2.3658333333333332,单品均值
102900005115168,2020-07-21,2.3658333333333332,单品均值
102900005115168,2020-07-22,2.3658333333333332,单品均值
102900005115168,2020-07-23,2.3658333333333332,单品均值
102900005115168,2020-07-24,2.3658333333333332,单品均值
102900005115168,2020-07-25,2.3658333333333332,单品均值
102900005115168,2020-07-26,2.3658333333333332,单品均值
102900005115168,2020-07-27,2.3658333333333332,单品均值
102900005115168,2020-07-28,2.3658333333333332,单品均值
102900005115168,2020-07-29,2.3658333333333332,单品均值
102900005115168,2020-07-30,2.3658333333333332,单品均值
102900005115168,2020-07-31,2.3658333333333332,单品均值
102900005115168,2020-08-01,2.3658333333333332,单品均值
102900005115168,2020-08-02,2.3658333333333332,单品均值
102900005115168,2020-08-03,2.3658333333333332,单品均值
102900005115168,2020-08-04,2.3658333333333332,单品均值
102900005115168,2020-08-05,2.3658333333333332,单品均值
102900005115168,2020-08-06,2.3658333333333332,单品均值
102900005115168,2020-08-07,2.3658333333333332,单品均值
102900005115168,2020-08-08,2.3658333333333332,单品均值
102900005115168,2020-08-09,2.3658333333333332,单品均值
102900005115168,2020-08-10,2.3658333333333332,单品均值
102900005115168,2020-08-11,2.3658333333333332,单品均值
102900005115168,2020-08-12,2.3658333333333332,单品均值
102900005115168,2020-08-13,2.3658333333333332,单品均值
102900005115168,2020-08-14,2.3658333333333332,单品均值
102900005115168,2020-08-15,2.3658333333333332,单品均值
102900005115168,2020-08-16,2.3658333333333332,单品均值
102900005115168,2020-08-17,2.3658333333333332,单品均值
102900005115168,2020-08-18,2.3658333333333332,单品均值
102900005115168,2020-08-19,2.3658333333333332,单品均值
102900005115168,2020-08-20,2.3658333333333332,单品均值
102900005115168,2020-08-21,2.3658333333333332,单品均值
102900005115168,2020-08-22,2.3658333333333332,单品均值
102900005115168,2020-08-23,2.3658333333333332,单品均值
102900005115168,2020-08-24,2.3658333333333332,单品均值
102900005115168,2020-08-25,2.3658333333333332,单品均值
102900005115168,2020-08-26,2.3658333333333332,单品均值
102900005115168,2020-08-27,2.3658333333333332,单品均值
102900005115168,2020-08-28,2.3658333333333332,单品均值
102900005115168,2020-08-29,2.3658333333333332,单品均值
102900005115168,2020-08-30,2.3658333333333332,单品均值
102900005115168,2020-08-31,2.3658333333333332,单品均值
102900005115168,2020-09-01,2.3658333333333332,单品均值
102900005115168,2020-09-02,2.3658333333333332,单品均值
102900005115168,2020-09-03,2.3658333333333332,单品均值
102900005115168,2020-09-04,2.3658333333333332,单品均值
102900005115168,2020-09-05,2.3658333333333332,单品均值
102900005115168,2020-09-06,2.3658333333333332,单品均值
102900005115168,2020-09-07,2.3658333333333332,单品均值
102900005115168,2020-09-08,2.3658333333333332,单品均值
102900005115168,2020-09-09,2.3658333333333332,单品均值
102900005115168,2020-09-10,2.3658333333333332,单品均值
102900005115168,2020-09-11,2.3658333333333332,单品均值
102900005115168,2020-09-12,2.3658333333333332,单品均值
102900005115168,2020-09-13,2.3658333333333332,单品均值
102900005115168,2020-09-14,2.3658333333333332,单品均值
102900005115168,2020-09-15,2.3658333333333332,单品均值
102900005115168,2020-09-16,2.3658333333333332,单品均值
102900005115168,2020-09-17,2.3658333333333332,单品均值
102900005115168,2020-09-18,2.3658333333333332,单品均值
102900005115168,2020-09-19,2.3658333333333332,单品均值
102900005115168,2020-09-20,2.3658333333333332,单品均值
102900005115168,2020-09-21,2.3658333333333332,单品均值
102900005115168,2020-09-22,2.3658333333333332,单品均值
102900005115168,2020-09-23,2.3658333333333332,单品均值
102900005115168,2020-09-24,2.3658333333333332,单品均值
102900005115168,2020-09-25,2.3658333333333332,单品均值
102900005115168,2020-09-26,2.3658333333333332,单品均值
102900005115168,2020-09-27,2.3658333333333332,单品均值
102900005115168,2020-09-28,2.3658333333333332,单品均值
102900005115168,2020-09-29,2.3658333333333332,单品均值
102900005115168,2020-09-30,2.3658333333333332,单品均值
102900005115168,2020-10-01,2.3658333333333332,单品均值
102900005115168,2020-10-02,2.3658333333333332,单品均值
102900005115168,2020-10-03,2.3658333333333332,单品均值
102900005115168,2020-10-04,2.3658333333333332,单品均值
102900005115168,2020-10-05,2.3658333333333332,单品均值
102900005115168,2020-10-06,2.3658333333333332,单品均值
102900005115168,2020-10-07,2.3658333333333332,单品均值
102900005115168,2020-10-08,2.3658333333333332,单品均值
102900005115168,2020-10-09,2.3658333333333332,单品均值
102900005115168,2020-10-10,2.3658333333333332,单品均值
102900005115168,2020-10-11,2.3658333333333332,单品均值
102900005115168,2020-10-12,2.3658333333333332,单品均值
102900005115168,2020-10-13,2.3658333333333332,单品均值
102900005115168,2020-10-14,2.3658333333333332,单品均值
102900005115168,2020-10-15,2.3658333333333332,单品均值
102900005115168,2020-10-16,2.3658333333333332,单品均值
102900005115168,2020-10-17,2.3658333333333332,单品均值
102900005115168,2020-10-18,2.3658333333333332,单品均值
102900005115168,2020-10-19,2.3658333333333332,单品均值
102900005115168,2020-10-20,2.3658333333333332,单品均值
102900005115168,2020-10-21,2.3658333333333332,单品均值
102900005115168,2020-10-22,2.3658333333333332,单品均值
102900005115168,2020-10-23,2.3658333333333332,单品均值
102900005115168,2020-10-24,2.3658333333333332,单品均值
102900005115168,2020-10-25,2.3658333333333332,单品均值
102900005115168,2020-10-26,2.3658333333333332,单品均值
102900005115168,2020-10-27,2.3658333333333332,单品均值
102900005115168,2020-10-28,2.3658333333333332,单品均值
102900005115168,2020-10-29,2.3658333333333332,单品均值
102900005115168,2020-10-30,3.0,前向
102900005115168,2020-10-31,3.0,前向
102900005115168,2020-11-01,3.0,前向
102900005115168,2020-11-02,3.0,前向
102900005115168,2020-11-03,3.0,前向
102900005115168,2020-11-04,3.0,前向
102900005115168,2020-11-05,3.0,前向
102900005115168,2020-11-06,3.0,前向
102900005115168,2020-11-07,3.0,前向
102900005115168,2020-11-08,3.0,前向
102900005115168,2020-11-09,3.0,前向
102900005115168,2020-11-10,3.0,前向
102900005115168,2020-11-11,3.0,前向
102900005115168,2020-11-12,3.0,前向
102900005115168,2020-11-13,3.0,前向
102900005115168,2020-11-14,3.0,前向
102900005115168,2020-11-15,3.0,前向
102900005115168,2020-11-16,3.0,前向
102900005115168,2020-11-17,3.0,前向
102900005115168,2020-11-18,3.0,前向
102900005115168,2020-11-19,3.0,前向
102900005115168,2020-11-20,3.0,前向
102900005115168,2020-11-21,3.0,前向
102900005115168,2020-11-22,3.0,前向
102900005115168,2020-11-23,3.0,前向
102900005115168,2020-11-24,3.0,前向
102900005115168,2020-11-25,3.0,前向
102900005115168,2020-11-26,3.0,前向
102900005115168,2020-11-27,3.0,前向
102900005115168,2020-11-28,3.0,前向
102900005115168,2020-11-29,3.0,前向
102900005115168,2020-11-30,3.0,前向
102900005115168,2020-12-01,3.0,前向
102900005115168,2020-12-02,3.0,前向
102900005115168,2020-12-03,3.0,前向
102900005115168,2020-12-04,1.6,前向
102900005115168,2020-12-05,1.6,前向
102900005115168,2020-12-06,1.6,前向
102900005115168,2020-12-07,1.6,前向
102900005115168,2020-12-08,1.6,前向
