分类编码,分类名称,日期,批发价,最优售价,最优加价率,期望需求,临界比,补货量,确定性补货量,期望利润
1011010101,花叶类,2023-07-01,3.585950873604811,7.22174024079685,1.0138982644614778,212.3108617413244,0.4303666255895089,215.12589535434407,243.5595523016226,457.92227315991624
1011010101,花叶类,2023-07-02,3.585950873604811,7.22174024079685,1.0138982644614778,204.28726800540886,0.4303666255895089,206.9959166418024,234.35501664036812,440.6166004669258
1011010101,花叶类,2023-07-03,3.585950873604811,7.22174024079685,1.0138982644614778,149.73479982678762,0.4303666255895089,151.72013628623233,171.77331630926653,322.955214563484
1011010101,花叶类,2023-07-04,3.585950873604811,7.22174024079685,1.0138982644614778,145.94261661774837,0.4303666255895089,147.87767245041488,167.42298568056486,314.77605151417254
1011010101,花叶类,2023-07-05,3.585950873604811,7.22174024079685,1.0138982644614778,149.59479762097803,0.4303666255895089,151.57827778860604,171.61270806582314,322.65325107557805
1011010101,花叶类,2023-07-06,3.585950873604811,7.22174024079685,1.0138982644614778,146.0833477440284,0.4303666255895089,148.02026953328152,167.58443012966436,315.07958717279087
1011010101,花叶类,2023-07-07,3.585950873604811,7.22174024079685,1.0138982644614778,159.17925321709893,0.4303666255895089,161.28981385740875,182.6078389550292,343.3254656649726
1011010201,花菜类,2023-07-01,8.189338613873757,14.0,0.7095397638439644,31.969972337740092,0.30766628224187503,25.06839498791958,37.83876475055047,67.04938521895906
1011010201,花菜类,2023-07-02,8.189338613873757,14.0,0.7095397638439644,30.271534397021025,0.30766628224187503,23.736610502446236,35.82854112560187,63.487317083437546
1011010201,花菜类,2023-07-03,8.189338613873757,14.0,0.7095397638439644,20.695915252544154,0.30766628224187503,16.228145983562037,24.495106228600015,43.40474178604978
1011010201,花菜类,2023-07-04,8.189338613873757,14.0,0.7095397638439644,21.20939694831949,0.30766628224187503,16.63077886146313,25.102848796685397,44.4816470663925
1011010201,花菜类,2023-07-05,8.189338613873757,14.0,0.7095397638439644,21.083923852928773,0.30766628224187503,16.532392504340823,24.954342351673304,44.21849720130692
1011010201,花菜类,2023-07-06,8.189338613873757,14.0,0.7095397638439644,20.665979088390518,0.30766628224187503,16.204672344626772,24.459674622310946,43.34195782799347
1011010201,花菜类,2023-07-07,8.189338613873757,14.0,0.7095397638439644,23.812784800511974,0.30766628224187503,18.672155510027544,28.184145816678868,49.941631614766834
1011010402,水生根茎类,2023-07-01,11.164175898608685,16.072135342102328,0.4396168143593375,56.94807399893246,0.1955653895901587,34.9401898635798,65.95028836008392,71.70420007819735
1011010402,水生根茎类,2023-07-02,11.164175898608685,16.072135342102328,0.4396168143593375,52.29477308892509,0.1955653895901587,32.08518168031669,60.561404851100285,65.84515698779398
1011010402,水生根茎类,2023-07-03,11.164175898608685,16.072135342102328,0.4396168143593375,34.10600766231619,0.1955653895901587,20.925560770191705,39.49740319897648,42.94340134019453
1011010402,水生根茎类,2023-07-04,11.164175898608685,16.072135342102328,0.4396168143593375,34.540429749424135,0.1955653895901587,21.192098146060967,40.000497683177926,43.490388903864556
1011010402,水生根茎类,2023-07-05,11.164175898608685,16.072135342102328,0.4396168143593375,33.53225857815643,0.1955653895901587,20.573540051545933,38.83295724164034,42.22098500130227
1011010402,水生根茎类,2023-07-06,11.164175898608685,16.072135342102328,0.4396168143593375,33.29878657326704,0.1955653895901587,20.430294536713973,38.56257854460572,41.927016791744194
1011010402,水生根茎类,2023-07-07,11.164175898608685,16.072135342102328,0.4396168143593375,41.98474558696525,0.1955653895901587,25.75951878917204,48.62159303643921,52.8636420233704
1011010501,茄类,2023-07-01,4.1149707099618436,7.813987850816157,0.898917003685942,31.891175999608496,0.43568799876874387,28.511592339697586,34.17399914231515,66.4205845854386
1011010501,茄类,2023-07-02,4.1149707099618436,7.813987850816157,0.898917003685942,30.70540040420206,0.43568799876874387,27.451476200267496,32.90334376789762,63.95093880520746
1011010501,茄类,2023-07-03,4.1149707099618436,7.813987850816157,0.898917003685942,23.168390738967297,0.43568799876874387,20.713181349109544,24.826822480676483,48.25341206623931
1011010501,茄类,2023-07-04,4.1149707099618436,7.813987850816157,0.898917003685942,21.407089431188766,0.43568799876874387,19.138529323879297,22.939444311175272,44.58510386414656
1011010501,茄类,2023-07-05,4.1149707099618436,7.813987850816157,0.898917003685942,21.474675896401802,0.43568799876874387,19.198953490860756,23.01186872739156,44.7258679591918
1011010501,茄类,2023-07-06,4.1149707099618436,7.813987850816157,0.898917003685942,21.99074993000784,0.43568799876874387,19.660337933487117,23.564884194178997,45.8007088180519
1011010501,茄类,2023-07-07,4.1149707099618436,7.813987850816157,0.898917003685942,24.97791465928092,0.43568799876874387,22.330945722099322,26.765875117103427,52.02215476202578
1011010504,辣椒类,2023-07-01,3.171846105322158,6.788704734879955,1.1403007931213738,100.46904891818804,0.485209290693597,100.49727994883973,110.69749770624509,224.74381829591385
1011010504,辣椒类,2023-07-02,3.171846105322158,6.788704734879955,1.1403007931213738,95.3126212980876,0.485209290693597,95.33940341220469,105.01610984804717,213.20916912200204
1011010504,辣椒类,2023-07-03,3.171846105322158,6.788704734879955,1.1403007931213738,68.73074122771864,0.485209290693597,68.75005403781496,75.72800928571908,153.74694380161014
1011010504,辣椒类,2023-07-04,3.171846105322158,6.788704734879955,1.1403007931213738,66.7535757691611,0.485209290693597,66.77233301095787,73.54955461564688,149.32413180783033
1011010504,辣椒类,2023-07-05,3.171846105322158,6.788704734879955,1.1403007931213738,67.64337662415221,0.485209290693597,67.66238389315122,74.52994339373316,151.31456810464962
1011010504,辣椒类,2023-07-06,3.171846105322158,6.788704734879955,1.1403007931213738,67.3273146964964,0.485209290693597,67.34623315452264,74.18170416097003,150.607554698987
1011010504,辣椒类,2023-07-07,3.171846105322158,6.788704734879955,1.1403007931213738,74.24983468842258,0.485209290693597,74.27069832136769,81.80898489248852,166.09285680911412
1011010801,食用菌,2023-07-01,2.4981173442259887,4.53418502060364,0.8150408470937949,92.05841146463544,0.3915496543342328,79.55204397431463,101.66583265006675,94.27555832273435
1011010801,食用菌,2023-07-02,2.4981173442259887,4.53418502060364,0.8150408470937949,87.30037839116875,0.3915496543342328,75.4404016999194,96.4112406307772,89.4029321565591
1011010801,食用菌,2023-07-03,2.4981173442259887,4.53418502060364,0.8150408470937949,58.11307320386589,0.3915496543342328,50.218265571228656,64.17788316274532,59.512676082283136
1011010801,食用菌,2023-07-04,2.4981173442259887,4.53418502060364,0.8150408470937949,55.84373365385802,0.3915496543342328,48.257221525359704,61.671710274829394,57.188681460856884
1011010801,食用菌,2023-07-05,2.4981173442259887,4.53418502060364,0.8150408470937949,61.572540643521634,0.3915496543342328,53.20775562986309,67.99838834182401,63.05546178957459
1011010801,食用菌,2023-07-06,2.4981173442259887,4.53418502060364,0.8150408470937949,59.4007282891667,0.3915496543342328,51.33098946402525,65.59992080526416,60.831343221575196
1011010801,食用菌,2023-07-07,2.4981173442259887,4.53418502060364,0.8150408470937949,70.18599351626456,0.3915496543342328,60.65104919534417,77.51076037135788,71.87636219123257
